run_id,mode,experiment,priority,description,status,n_splits,params,duration_sec,valid_n_eval_mean,valid_n_eval_total,valid_recall@5_mean,valid_recall@5_std,valid_recall@5_se,valid_recall@5_micro,valid_recall@10_mean,valid_recall@10_std,valid_recall@10_se,valid_recall@10_micro,valid_recall@20_mean,valid_recall@20_std,valid_recall@20_se,valid_recall@20_micro,valid_recall@50_mean,valid_recall@50_std,valid_recall@50_se,valid_recall@50_micro,valid_recall@5_comparison_baseline,valid_recall@5_delta_vs_baseline,valid_recall@5_wins_vs_baseline,valid_recall@5_losses_vs_baseline,valid_recall@5_ties_vs_baseline,valid_recall@5_n_compared_vs_baseline
20260624T175149Z,cv,tfidf_char_doc_3_5,P1,Character n-gram TF-IDF control for Russian morphology and typos.,ok,5,"{'config': {'analyzer': 'char_wb', 'ngram_range': [3, 5], 'min_df': 1}}",3.561911,107.8,539,0.36176877812391833,0.018162444333700675,0.008122492033542116,0.36178107606679033,0.5084285219799238,0.027652111933213028,0.01236640040081949,0.5083487940630798,0.6382139148494288,0.0532118037353143,0.023797042071508,0.6382189239332097,0.8070093457943924,0.06477888526616382,0.02896999819236037,0.8070500927643784,bm25_doc,-0.07050092764378478,60,98,381,539
20260624T175149Z,cv,tfidf_word_lemma_doc,P1,Word TF-IDF over full documents with pymorphy lemmatization and anonymization-token cleanup.,ok,5,"{'config': {'analyzer': 'word', 'ngram_range': [1, 1], 'lemmatize': True, 'legal_stop_words': True}}",1.725964,107.8,539,0.3767047421253028,0.052181991261835876,0.02333649593255301,0.37662337662337664,0.53085842852198,0.10221591699450183,0.045712347756436414,0.5306122448979592,0.6421253028729664,0.07042467649600502,0.03149487278769978,0.6419294990723562,0.8183281412253374,0.056972710273953814,0.025478970606992276,0.8181818181818182,bm25_doc,-0.055658627087198514,53,83,403,539
20260624T175149Z,cv,tfidf_word_legal_lemma_doc,P1,Word TF-IDF with Russian lemmatization plus legal references and short legal abbreviations.,ok,5,"{'config': {'analyzer': 'word', 'ngram_range': [1, 1], 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}}",1.731716,107.8,539,0.36746278989269643,0.05131389661751858,0.022948272205433613,0.3673469387755102,0.5289719626168224,0.09280176729948068,0.04150221202275118,0.5287569573283859,0.6403080650744202,0.08516443409258415,0.03808669277926375,0.640074211502783,0.8275874004845967,0.04978646060401237,0.02226518205393738,0.8274582560296846,bm25_doc,-0.06493506493506493,53,88,398,539
20260624T175149Z,cv,bm25_doc,P0,BM25 over full documents.,ok,5,"{'config': {'k1': 1.5, 'b': 0.75}}",0.957079,107.8,539,0.43219106957424713,0.05801387231058063,0.025944592424890216,0.4322820037105751,0.5658359293873312,0.08436064664029805,0.037727228102709134,0.5658627087198516,0.6828487365870544,0.05430891464934593,0.024287684988034332,0.6827458256029685,0.8257182416060921,0.05424472619514726,0.024258979038642558,0.8256029684601113,bm25_doc,0.0,0,0,539,539
20260624T175149Z,cv,bm25_lemma_doc,P0,BM25 over full documents with pymorphy lemmatization and anonymization-token cleanup.,ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'legal_stop_words': True}}",1.40496,107.8,539,0.4639148494288682,0.09088135824662699,0.04064337898539381,0.46382189239332094,0.6011768778123918,0.0672795885996486,0.03008834672140683,0.601113172541744,0.7458463136033229,0.042574186274140426,0.019039754919143295,0.7458256029684601,0.8850121149186571,0.0189523202935267,0.008475735301534894,0.8849721706864564,bm25_doc,0.03153988868274583,70,53,416,539
20260624T175149Z,cv,bm25_legal_lemma_doc,P0,"BM25 over full documents with legal-aware tokenization, short-code preservation, and lemmatization.",ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}}",1.814479,107.8,539,0.46206299757701624,0.08591140304771838,0.03842074745141618,0.4619666048237477,0.5956040152301834,0.07061061138316421,0.03157802539711512,0.5955473098330241,0.7458463136033229,0.042574186274140426,0.019039754919143295,0.7458256029684601,0.8850121149186571,0.0189523202935267,0.008475735301534894,0.8849721706864564,bm25_doc,0.029684601113172542,68,52,419,539
20260624T175149Z,cv,bm25_legal_phrase_doc,P1,BM25 over full documents with legal-aware lemmas and adjacent lemma bigrams for stable legal phrases.,ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2, 'add_bigrams': True}}",2.71177,107.8,539,0.4731741086881273,0.08414261381970112,0.03762972086107298,0.47309833024118736,0.6215991692627207,0.08225389514269608,0.03678506019064164,0.62152133580705,0.7495673243336796,0.06366525077894869,0.02847196570926014,0.7495361781076066,0.8794046382831431,0.03140370597361112,0.014044164260482135,0.8794063079777366,bm25_doc,0.04081632653061224,71,49,419,539
20260624T175149Z,cv,bm25_chunk_line_10_5_max,P0,BM25 over line-window chunks with max chunk-to-doc aggregation.,ok,5,"{'config': {'k1': 1.5, 'b': 0.75}, 'chunk': {'unit': 'line', 'size': 10, 'overlap': 5}, 'aggregation': 'max', 'rank_depth': 120}",1.712258,107.8,539,0.4155417099342332,0.0954113909480325,0.04266927119752175,0.4155844155844156,0.5455001730702665,0.09346446187673386,0.041798578047362894,0.5454545454545454,0.6698857736240914,0.07955385229264533,0.03557756431966649,0.6697588126159555,0.8089650398061613,0.06581182070728482,0.029431940964903428,0.8089053803339518,bm25_doc,-0.016697588126159554,32,41,466,539
20260624T175149Z,cv,bm25_legal_lemma_chunk_line_10_5_max,P0,Line-window BM25 chunks with legal-aware lemmatization and max aggregation.,ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2}, 'chunk': {'unit': 'line', 'size': 10, 'overlap': 5}, 'aggregation': 'max', 'rank_depth': 120}",2.591858,107.8,539,0.4731741086881273,0.08207949763668539,0.03670706725493237,0.47309833024118736,0.5900484596746278,0.07988916754098795,0.035727521857503754,0.5899814471243042,0.7143475250951887,0.07478438111994112,0.033444591967888036,0.7142857142857143,0.8738836967808931,0.0394671175293548,0.017650231534322176,0.8738404452690167,bm25_doc,0.04081632653061224,80,58,401,539
20260624T175149Z,cv,bm25_legal_phrase_chunk_line_10_5_max,P1,Line-window BM25 chunks with legal lemmas and adjacent lemma bigrams.,ok,5,"{'config': {'k1': 1.5, 'b': 0.75, 'lemmatize': True, 'preserve_legal_refs': True, 'legal_stop_words': True, 'min_len': 2, 'add_bigrams': True}, 'chunk': {'unit': 'line', 'size': 10, 'overlap': 5}, 'aggregation': 'max', 'rank_depth': 120}",4.269333,107.8,539,0.46194184839044655,0.09251687169513795,0.041374802835190926,0.4619666048237477,0.5993077189338871,0.0797209958170085,0.03565231317616148,0.5992578849721707,0.7254586362062998,0.07464174687579433,0.033380803994721736,0.725417439703154,0.8571651090342678,0.044126792209537635,0.01973410140190686,0.8571428571428571,bm25_doc,0.029684601113172542,69,53,417,539
20260624T175149Z,cv,rrf_legal_lemma_doc_chunk,P0,RRF fusion of legal-aware lemmatized full-document and chunk BM25.,ok,5,"{'members': ['bm25_legal_lemma_doc', 'bm25_legal_lemma_chunk_line_10_5_max'], 'rrf_k': 60, 'rank_depth': 100}",0.034057,107.8,539,0.47876427829698864,0.08166807013867765,0.03652307128426078,0.47866419294990725,0.6178954655590169,0.0776607768439439,0.03473095524170003,0.6178107606679035,0.7347352024922118,0.049427380396722266,0.0221045965033623,0.7346938775510204,0.8868812737971616,0.028639168089500507,0.012807825333433182,0.8868274582560297,bm25_doc,0.04638218923933209,76,51,412,539
20260624T175149Z,cv,rrf_legal_phrase_doc_chunk,P1,RRF fusion of legal-aware phrase BM25 over documents and chunks.,ok,5,"{'members': ['bm25_legal_phrase_doc', 'bm25_legal_phrase_chunk_line_10_5_max'], 'rrf_k': 60, 'rank_depth': 100}",0.033587,107.8,539,0.4619764624437521,0.07679627670849286,0.034344339027814766,0.4619666048237477,0.6252855659397716,0.07564087428484904,0.03382762735568765,0.6252319109461967,0.7347525095188646,0.07342911185725118,0.03283849712804989,0.7346938775510204,0.8812737971616477,0.034218764468842484,0.015303096691677256,0.8812615955473099,bm25_doc,0.029684601113172542,69,53,417,539
20260624T175149Z,cv,rrf_sparse_doc_chunk_char,P1,Sparse fusion: BM25 full-doc + BM25 chunks + char TF-IDF.,ok,5,"{'members': ['bm25_doc', 'bm25_chunk_line_10_5_max', 'tfidf_char_doc_3_5'], 'rrf_k': 60, 'rank_depth': 100}",0.13105,107.8,539,0.4415195569401177,0.06566156244950615,0.02936474342918867,0.44155844155844154,0.5880581516095534,0.05249904033686954,0.02347828458934875,0.588126159554731,0.7161993769470405,0.06061706096758747,0.02710877378395495,0.7161410018552876,0.838681204569055,0.05029040473493532,0.022490552720658533,0.8385899814471243,bm25_doc,0.00927643784786642,40,35,464,539
20260624T175149Z,cv,rrf_sparse_legal_lemma_char,P0,Sparse fusion: legal-aware lemmatized BM25 doc/chunk plus char TF-IDF.,ok,5,"{'members': ['bm25_legal_lemma_doc', 'bm25_legal_lemma_chunk_line_10_5_max', 'tfidf_char_doc_3_5'], 'rrf_k': 60, 'rank_depth': 100}",0.274877,107.8,539,0.4823814468674281,0.06484604774354602,0.02900003416535315,0.48237476808905383,0.6363793700242297,0.030020770128163753,0.013425696548693845,0.6363636363636364,0.7513845621322257,0.03239148865844421,0.014485914106538945,0.75139146567718,0.8887331256490135,0.034490270623742075,0.01542451793541027,0.8886827458256029,bm25_doc,0.05009276437847866,77,50,412,539
20260624T175149Z,cv,rrf_sparse_legal_lemma_word_char,P1,"Sparse fusion with legal-aware BM25, legal-aware word TF-IDF, and char TF-IDF.",ok,5,"{'members': ['bm25_legal_lemma_doc', 'bm25_legal_lemma_chunk_line_10_5_max', 'tfidf_word_legal_lemma_doc', 'tfidf_char_doc_3_5'], 'rrf_k': 60, 'rank_depth': 100}",0.044907,107.8,539,0.4656974731741087,0.053138864275171505,0.023764422553283714,0.46567717996289426,0.606767047421253,0.057742651576552444,0.02582329882525133,0.6066790352504638,0.7458636206299757,0.021775100916375967,0.009738121173186924,0.7458256029684601,0.8868812737971616,0.03768738679014389,0.01685431175141787,0.8868274582560297,bm25_doc,0.03339517625231911,71,53,415,539
